Año;Mes;Codigo Tienda;Presupuesto
2023;9;T-0004-37152;1143678.9669
2023;9;T-0086-40056;1004662.4871999999
2023;9;T-0095-42176;1181847.2725
2023;9;T-0149-12052;996882.2094
2023;9;T-0160-44110;698640.0624
2023;9;T-0243-31169;939371.7385
2023;9;T-0243-36004;937601.434
2023;9;T-0296-45136;1363669.2066000002
2023;9;T-0297-29065;563684.01
2023;9;T-0301-48013;1280027.718
2023;9;T-0313-49272;1086840.2482
2023;9;T-0341-23047;1027421.7846
2023;9;T-0347-9060;727563.102
2023;9;T-0376-36060;1254847.1224000002
2023;9;T-0411-45046;1280015.8449000001
2023;9;T-0413-39024;804658.1939999999
2023;9;T-0427-22254;627930.9617999999
2023;9;T-0452-41005;978047.84
2023;9;T-0506-19232;1104359.4527999999
2023;9;T-0534-23052;1087356.0334
2023;9;T-0599-17151;1366237.389
2023;9;T-0604-45089;1163206.3647
2023;9;T-0667-19120;1181568.4971999999
2023;9;T-0696-45203;913987.7433
2023;9;T-0715-40221;1420204.5995999998
2023;9;T-0783-47151;835997.9948
2023;9;T-0793-9466;659330.5341999999
2023;9;T-0808-6137;1373724.2895
2023;9;T-0849-2001;639231.6357999999
2023;9;T-0855-21078;1301819.7716
2023;9;T-0875-18024;1413602.9732
2023;9;T-0914-49109;1378870.3188
2023;9;T-0917-5231;1232307.7572
2023;9;T-0918-20039;634503.7908000001
2023;9;T-0958-4103;877734.4961
2023;9;T-0976-19191;912644.2292
2023;9;T-0978-28901;1216452.0568000001
2023;9;T-0995-9128;941169.4074000001
2023;9;T-1039-26103;1530594.845
2023;9;T-1042-10007;884418.0915
2023;9;T-1062-10110;1215396.9209999999
2023;9;T-1092-6031;653847.4104999999
2023;9;T-1126-43055;627762.264
2023;9;T-1137-22061;881753.2724000001
2023;9;T-1178-3021;726270.1488
2023;9;T-1195-34201;1157594.0521
2023;9;T-1227-29011;786802.4122
2023;9;T-1258-29026;1477842.8996000001
2023;9;T-1260-16173;1059154.4744
2023;9;T-1308-34083;1454807.4408999998
2023;9;T-1328-12065;1461648.5
2023;9;T-1345-8027;689464.1376
2023;9;T-1372-21017;621361.0697999999
2023;9;T-1416-48063;1619627.8563
2023;9;T-1432-24025;982236.8101000001
2023;9;T-1437-38031;791610.435
2023;9;T-1468-8107;896395.2481999999
2023;9;T-1532-48069;1563364.974
2023;9;T-1545-44208;859504.5419999999
2023;9;T-1548-4026;943696.12
2023;9;T-1602-25249;864800.244
2023;9;T-1653-47232;623489.5674
2023;9;T-1667-31031;998288.1126
2023;9;T-1719-23053;707983.6563
2023;9;T-1735-16135;1044714.3830999999
2023;9;T-1788-7044;1117874.6112
2023;9;T-1843-22158;878660.0480000001
2023;9;T-1854-10213;1337242.5561000002
2023;9;T-1949-19066;746267.9868000001
2023;9;T-1957-37118;1430952.64
2023;9;T-1973-48045;896859.0181999999
2023;9;T-1997-43051;1058956.5924
2023;9;T-1997-48074;1578333.5946
2023;9;T-2021-2041;1457541.4249999998
2023;9;T-2030-9101;1115105.6441
2023;9;T-2031-40156;1158332.138
2023;9;T-2034-24902;1291690.8641000001
2023;9;T-2068-37109;842503.6697000001
2023;9;T-2077-8065;673544.2285000001
2023;9;T-2135-31166;1359988.2367
2023;9;T-2160-23009;737933.2415
2023;9;T-2176-39021;779587.7958
2023;9;T-2234-5142;605075.9512
2023;9;T-2255-3043;1274580.8892
2023;9;T-2265-27017;1024789.738
2023;9;T-2278-42205;995592.2690999999
2023;9;T-2364-8086;1249909.7968
2023;9;T-2426-43050;1391879.1264000002
2023;9;T-2426-45168;1248782.0222000002
2023;9;T-2467-37382;1197034.2592
2023;9;T-2481-49192;690030.6414
2023;9;T-2485-25151;1067198.5188
2023;9;T-2594-8294;629890.3902
2023;9;T-2720-49197;780263.5989
2023;9;T-2746-50075;653781.9582000001
2023;9;T-2857-49092;1400086.8473999999
2023;9;T-2867-49057;1665853.0816
2023;9;T-2895-26175;1147860.87
2023;9;T-2902-16027;1440392.5218000002
2023;9;T-2908-22048;914100.792
2023;9;T-2943-37177;1413437.5954999998
2023;9;T-2975-8235;1326868.3008
2023;9;T-3007-33042;1125914.4834
2023;9;T-3041-37239;1309896.3384
2023;9;T-3089-42094;1477490.3520000002
2023;9;T-3103-42124;863403.0761999999
2023;9;T-3124-32021;573094.67
2023;9;T-3148-45163;682181.1315000001
2023;9;T-3181-8230;975672.7365
2023;9;T-3196-43147;693994.974
2023;9;T-3235-15031;681296.9859
2023;9;T-3235-50089;1516371.5658
2023;9;T-3270-50072;893290.0746
2023;9;T-3276-25035;1423521.0659999999
2023;9;T-3284-9038;1633162.3424000002
2023;9;T-3315-23045;1377935.8146
2023;9;T-3334-41904;1200296.7772
2023;9;T-3339-45185;1096833.7952
2023;9;T-3347-5901;639599.2559999999
2023;9;T-3361-31048;1144633.42
2023;9;T-3364-16067;1000215.7971000001
2023;9;T-3408-8055;1471653.5817
2023;9;T-3420-24076;696881.76
2023;9;T-3429-24158;1063113.6061
2023;9;T-3473-42195;852209.7056000001
2023;9;T-3501-9115;720556.5216
2023;9;T-3503-18909;1214111.9976
2023;9;T-3558-44180;966683.2130999999
2023;9;T-3572-37120;869587.4458
2023;9;T-3601-25220;998351.927
2023;9;T-3646-8902;626321.241
2023;9;T-3648-14012;1586902.1870000002
2023;9;T-3657-25075;690012.5697
2023;9;T-3680-44122;1504524.8778000001
2023;9;T-3717-37258;1366626.92
2023;9;T-3751-3056;664697.0621
2023;9;T-3768-14033;771500.4556
2023;9;T-3785-19329;1593565.7283
2023;9;T-3885-28005;1221233.937
2023;9;T-3931-8035;1412026.2253999999
2023;9;T-3933-14062;1028551.6696
2023;9;T-3972-18029;933492.7134
2023;9;T-3972-4043;822554.46
2023;9;T-4091-22245;1073893.77
2023;9;T-4125-3120;954780.0695999999
2023;9;T-4180-34106;1524571.1052
2023;9;T-4186-43022;1007842.8864
2023;9;T-4197-37168;832833.4098
2023;9;T-4218-44243;1243413.9503000001
2023;9;T-4239-7058;865613.6695
2023;9;T-4334-50139;1044043.8271999999
2023;9;T-4378-13081;826314.1222
2023;9;T-4401-39087;908790.4672000001
2023;9;T-4419-5211;1047714.5112
2023;9;T-4429-9112;1442557.8375
2023;9;T-4430-45078;1238643.7648000002
2023;9;T-4432-27012;1482730.7345999999
2023;9;T-4446-16254;638480.3292
2023;9;T-4483-22006;617517.628
2023;9;T-4499-39003;1181404.2732
2023;9;T-4541-29093;736739.9676
2023;9;T-4544-23050;661453.0956
2023;9;T-4566-40107;1367398.7145
2023;9;T-4622-44118;831285.5453999998
2023;9;T-4733-5218;995980.2744
2023;9;T-4748-46074;937064.8154
2023;9;T-4754-31128;750220.5945
2023;9;T-4769-37346;1228988.3616
2023;9;T-4869-42166;1137888.0344
2023;9;T-4878-22032;1157302.7955999998
2023;9;T-4885-24139;1214947.2852
2023;9;T-4894-46192;1503298.9692
2023;9;T-4965-42081;894047.1540000001
2023;9;T-5020-1060;645843.682
2023;9;T-5049-44229;1353421.5204
2023;9;T-5125-12116;814338.0866
2023;9;T-5172-6061;590237.015
2023;9;T-5181-47139;770459.3613
2023;9;T-5231-43032;1120495.9585
2023;9;T-5293-6018;791648.5948000001
2023;9;T-5324-10209;1104482.7321999997
2023;9;T-5333-5211;1056092.571
2023;9;T-5340-17077;1315194.708
2023;9;T-5356-31048;1154540.7216000003
2023;9;T-5377-2015;789580.9587
2023;9;T-5394-8264;1538607.0293999999
2023;9;T-5404-26083;1080568.6434
2023;9;T-5434-9340;1497739.8071999997
2023;9;T-5437-24104;1075780.8628
2023;9;T-5460-7020;738757.8324
2023;9;T-5508-50011;1112804.4165
2023;9;T-5524-24121;1068099.0723
2023;9;T-5549-36041;904022.0904000001
2023;9;T-5568-28039;851326.5671999999
2023;9;T-5589-47185;745617.3056000001
2023;9;T-5602-37306;1177547.1527
2023;9;T-5673-46046;1442887.9122
2023;9;T-5676-39009;1514139.6413999998
2023;9;T-5701-6042;1148141.6087000002
2023;9;T-5709-15079;1468804.5
2023;9;T-5729-18150;679056.2048
2023;9;T-5738-22078;942707.1442
2023;9;T-5757-4073;1314893.0241000003
2023;9;T-5805-22001;829653.0468
2023;9;T-5821-34217;835412.8664
2023;9;T-5825-11902;663054.3296
2023;9;T-5868-34096;805434.9336
2023;9;T-5890-49068;1098474.2976
2023;9;T-5895-6046;1009047.9258
2023;9;T-5896-34181;1173397.4652000002
2023;9;T-5968-31049;777382.4582999999
2023;9;T-5996-43137;1448307.5489999999
2023;9;T-5996-6021;687872.603
2023;9;T-6002-5161;674296.4965
2023;9;T-6075-8004;844413.552
2023;9;T-6089-50186;1466683.4710000001
2023;9;T-6103-16247;1011071.1316999999
2023;9;T-6203-26112;1462653.1667
2023;9;T-6236-8254;930943.8996000001
2023;9;T-6238-40145;1172022.0135
