Año;Mes;Codigo Tienda;Presupuesto
2021;1;T-0004-37152;1676613.1069999998
2021;1;T-0086-40056;1387243.9683
2021;1;T-0095-42176;1661975.4866
2021;1;T-0149-12052;1726877.9661
2021;1;T-0160-44110;782173.0356
2021;1;T-0243-31169;1589577.72
2021;1;T-0243-36004;1510747.6679999998
2021;1;T-0296-45136;875688.5150000001
2021;1;T-0297-29065;871903.0380000002
2021;1;T-0301-48013;1549225.5407999998
2021;1;T-0313-49272;948595.8649999999
2021;1;T-0341-23047;1550437.1646
2021;1;T-0347-9060;1255531.9267
2021;1;T-0376-36060;1387611.1683999998
2021;1;T-0411-45046;1504949.7673
2021;1;T-0413-39024;759599.2800000001
2021;1;T-0427-22254;1754205.9696
2021;1;T-0452-41005;1350792.4712
2021;1;T-0506-19232;710018.0946
2021;1;T-0534-23052;1541115.6831999999
2021;1;T-0599-17151;856243.4815999999
2021;1;T-0604-45089;1209328.1412000002
2021;1;T-0667-19120;834080.4355
2021;1;T-0696-45203;842836.5974000001
2021;1;T-0715-40221;1060390.6447
2021;1;T-0783-47151;1191506.5503999998
2021;1;T-0793-9466;1425119.962
2021;1;T-0808-6137;921892.3955999999
2021;1;T-0849-2001;1634168.0255999998
2021;1;T-0855-21078;1022051.2471999999
2021;1;T-0875-18024;1499006.9996
2021;1;T-0914-49109;1714633.9696
2021;1;T-0917-5231;854957.8944
2021;1;T-0918-20039;926069.235
2021;1;T-0958-4103;1507044.384
2021;1;T-0976-19191;1507919.728
2021;1;T-0978-28901;1282207.419
2021;1;T-0995-9128;1175589.2965000002
2021;1;T-1039-26103;737382.438
2021;1;T-1042-10007;977419.4262000001
2021;1;T-1062-10110;1019101.278
2021;1;T-1092-6031;972073.9782
2021;1;T-1126-43055;1393284.5004000003
2021;1;T-1137-22061;1633465.7375
2021;1;T-1178-3021;794968.4682
2021;1;T-1195-34201;1052615.6004
2021;1;T-1227-29011;725967.2646
2021;1;T-1258-29026;1514059.4631999999
2021;1;T-1260-16173;1464253.3262
2021;1;T-1308-34083;1059251.9168
2021;1;T-1328-12065;1184043.6960999998
2021;1;T-1345-8027;995565.8929999999
2021;1;T-1372-21017;1154254.2188
2021;1;T-1416-48063;908566.0491000001
2021;1;T-1432-24025;1078428.112
2021;1;T-1437-38031;1160476.7615999999
2021;1;T-1468-8107;1485195.8268
2021;1;T-1532-48069;864104.1112000002
2021;1;T-1545-44208;1154759.5224
2021;1;T-1548-4026;870780.3733
2021;1;T-1602-25249;1088182.5474
2021;1;T-1653-47232;722037.5949
2021;1;T-1667-31031;1100573.754
2021;1;T-1719-23053;750162.6872999999
2021;1;T-1735-16135;1483968.0912000001
2021;1;T-1788-7044;1635938.0991999998
2021;1;T-1843-22158;817036.3674
2021;1;T-1854-10213;940166.2877
2021;1;T-1949-19066;927311.1749999999
2021;1;T-1957-37118;806979.657
2021;1;T-1973-48045;1318980.36
2021;1;T-1997-43051;1221680.2087
2021;1;T-1997-48074;1216862.9145
2021;1;T-2021-2041;811822.8539999999
2021;1;T-2030-9101;1067795.8402
2021;1;T-2031-40156;1699979.0866999999
2021;1;T-2034-24902;1418230.0725
2021;1;T-2068-37109;1550667.8772000002
2021;1;T-2077-8065;1457906.3225999998
2021;1;T-2135-31166;1077295.869
2021;1;T-2160-23009;1471258.04
2021;1;T-2176-39021;1816077.8880000003
2021;1;T-2234-5142;911642.8594000001
2021;1;T-2255-3043;985198.6048999999
2021;1;T-2265-27017;1167546.8335
2021;1;T-2278-42205;965000.3454
2021;1;T-2364-8086;1658895.1552000002
2021;1;T-2426-43050;1206192.5775
2021;1;T-2426-45168;1343950.452
2021;1;T-2467-37382;1092916.939
2021;1;T-2481-49192;709902.4194000001
2021;1;T-2485-25151;1409849.5237
2021;1;T-2594-8294;1699911.8275000001
2021;1;T-2720-49197;907979.8585000001
2021;1;T-2746-50075;968760.0707
2021;1;T-2857-49092;1354421.5125
2021;1;T-2867-49057;1218945.5424
2021;1;T-2895-26175;1242993.0461
2021;1;T-2902-16027;1189653.9564
2021;1;T-2908-22048;982814.9793000001
2021;1;T-2943-37177;984629.6298000001
2021;1;T-2975-8235;1576377.2682
2021;1;T-3007-33042;810296.9615
2021;1;T-3041-37239;1020426.0795
2021;1;T-3089-42094;986215.1364
2021;1;T-3103-42124;1267435.7265
2021;1;T-3124-32021;1571940.7221000001
2021;1;T-3148-45163;1644218.1316
2021;1;T-3181-8230;871015.7672000001
2021;1;T-3196-43147;1204528.9971
2021;1;T-3235-15031;1119118.247
2021;1;T-3235-50089;1594128.3325
2021;1;T-3270-50072;1446557.6071999997
2021;1;T-3276-25035;1734815.3984
2021;1;T-3284-9038;888746.0622
2021;1;T-3315-23045;1306932.9984
2021;1;T-3334-41904;692321.8482
2021;1;T-3339-45185;1353024.178
2021;1;T-3347-5901;1369434.1444
2021;1;T-3361-31048;1511045.88
2021;1;T-3364-16067;754515.5575
2021;1;T-3408-8055;1125544.2507999998
2021;1;T-3420-24076;747123.0224
2021;1;T-3429-24158;1226473.864
2021;1;T-3473-42195;1548433.7660000003
2021;1;T-3501-9115;1177678.3719000001
2021;1;T-3503-18909;735607.5815000001
2021;1;T-3558-44180;756457.3461
2021;1;T-3572-37120;1353129.0574
2021;1;T-3601-25220;1035249.2784000001
2021;1;T-3646-8902;1357992.8775000002
2021;1;T-3648-14012;1227953.5209
2021;1;T-3657-25075;1195241.3125
2021;1;T-3680-44122;691398.3076
2021;1;T-3717-37258;700872.5864
2021;1;T-3751-3056;1192128.354
2021;1;T-3768-14033;759664.4049
2021;1;T-3785-19329;764438.3586000002
2021;1;T-3885-28005;825147.6708000001
2021;1;T-3931-8035;833817.8496
2021;1;T-3933-14062;1462226.7596
2021;1;T-3972-18029;1487468.9500000002
2021;1;T-3972-4043;1398412.1448
2021;1;T-4091-22245;738022.2701999999
2021;1;T-4125-3120;1281594.8654
2021;1;T-4180-34106;1231620.345
2021;1;T-4186-43022;1246675.47
2021;1;T-4197-37168;784622.8836000001
2021;1;T-4218-44243;1487261.1051
2021;1;T-4239-7058;1067687.352
2021;1;T-4334-50139;1653551.5316
2021;1;T-4378-13081;1224528.2973
2021;1;T-4401-39087;1271489.32
2021;1;T-4419-5211;1380717.7174
2021;1;T-4429-9112;1002497.0427
2021;1;T-4430-45078;879042.584
2021;1;T-4432-27012;1557692.2052999998
2021;1;T-4446-16254;1083153.1329
2021;1;T-4483-22006;1515373.1094999998
2021;1;T-4499-39003;1736721.6979999999
