Año;Mes;Codigo Tienda;Presupuesto
2022;1;T-0004-37152;1298820.458
2022;1;T-0086-40056;1042566.4566
2022;1;T-0095-42176;1018262.5290000001
2022;1;T-0149-12052;1227507.6872000003
2022;1;T-0160-44110;1155110.8932
2022;1;T-0243-31169;1094428.6944
2022;1;T-0243-36004;822398.4302
2022;1;T-0296-45136;756165.63
2022;1;T-0297-29065;694767.2440000001
2022;1;T-0301-48013;604833.6856
2022;1;T-0313-49272;842952.2717
2022;1;T-0341-23047;986421.5765000001
2022;1;T-0347-9060;1353692.4161999999
2022;1;T-0376-36060;813129.5083999999
2022;1;T-0411-45046;959361.234
2022;1;T-0413-39024;864706.7583000001
2022;1;T-0427-22254;1409424.2008
2022;1;T-0452-41005;793294.0970000001
2022;1;T-0506-19232;1287014.5633999999
2022;1;T-0534-23052;949227.237
2022;1;T-0599-17151;1395169.75
2022;1;T-0604-45089;974189.3568000001
2022;1;T-0667-19120;1322748.9187999999
2022;1;T-0696-45203;1211275.0961999998
2022;1;T-0715-40221;1098917.5492999998
2022;1;T-0783-47151;1059026.9395
2022;1;T-0793-9466;1186698.9358
2022;1;T-0808-6137;919619.3400000001
2022;1;T-0849-2001;1253789.0623999997
2022;1;T-0855-21078;682279.2312
2022;1;T-0875-18024;732450.4572
2022;1;T-0914-49109;1352640.3344999999
2022;1;T-0917-5231;635143.1013
2022;1;T-0918-20039;1139080.6548
2022;1;T-0958-4103;1395530.7801
2022;1;T-0976-19191;1326589.5015999998
2022;1;T-0978-28901;700009.5988
2022;1;T-0995-9128;1242325.1830000002
2022;1;T-1039-26103;702694.4781000001
2022;1;T-1042-10007;1087568.02
2022;1;T-1062-10110;1442131.3126
2022;1;T-1092-6031;1234831.8216000001
2022;1;T-1126-43055;1403979.8346
2022;1;T-1137-22061;1050088.7703
2022;1;T-1178-3021;1424688.264
2022;1;T-1195-34201;572441.2482
2022;1;T-1227-29011;1459589.0244000002
2022;1;T-1258-29026;1369271.5466000002
2022;1;T-1260-16173;736306.1608
2022;1;T-1308-34083;1175453.2532000002
2022;1;T-1328-12065;1131439.9872
2022;1;T-1345-8027;585980.9784
2022;1;T-1372-21017;1332643.8422
2022;1;T-1416-48063;576297.445
2022;1;T-1432-24025;1224723.2819
2022;1;T-1437-38031;1269725.0765
2022;1;T-1468-8107;918469.9863999999
2022;1;T-1532-48069;1233245.0350000001
2022;1;T-1545-44208;901242.9733999999
2022;1;T-1548-4026;1379186.3232
2022;1;T-1602-25249;642573.9430000001
2022;1;T-1653-47232;729690.3175
2022;1;T-1667-31031;1334988.0322
2022;1;T-1719-23053;1227951.4902
2022;1;T-1735-16135;639715.9134
2022;1;T-1788-7044;1102304.5984999998
2022;1;T-1843-22158;1212198.1708
2022;1;T-1854-10213;1060520.7448
2022;1;T-1949-19066;1148356.0138
2022;1;T-1957-37118;1437654.2265
2022;1;T-1973-48045;1139678.8416000002
2022;1;T-1997-43051;1391747.592
2022;1;T-1997-48074;873199.8879
2022;1;T-2021-2041;993748.3998
2022;1;T-2030-9101;994188.73
2022;1;T-2031-40156;1264662.5880000002
2022;1;T-2034-24902;593460.8676
2022;1;T-2068-37109;1040310.8261
2022;1;T-2077-8065;1231801.3548
2022;1;T-2135-31166;982521.2814
2022;1;T-2160-23009;1440353.0502
2022;1;T-2176-39021;659483.838
2022;1;T-2234-5142;1176463.3399999999
2022;1;T-2255-3043;917817.6640000001
2022;1;T-2265-27017;963687.348
2022;1;T-2278-42205;1101763.0346
2022;1;T-2364-8086;1016622.0616
2022;1;T-2426-43050;725168.6706
2022;1;T-2426-45168;1437070.9551000001
2022;1;T-2467-37382;944399.5224
2022;1;T-2481-49192;1076687.568
2022;1;T-2485-25151;1073461.1888000001
2022;1;T-2594-8294;742165.0635
2022;1;T-2720-49197;600935.3784
2022;1;T-2746-50075;1393287.5605999997
2022;1;T-2857-49092;643828.584
2022;1;T-2867-49057;1408566.2832
2022;1;T-2895-26175;1211445.6016000002
2022;1;T-2902-16027;1036576.8323000001
2022;1;T-2908-22048;985890.3011999999
2022;1;T-2943-37177;1397157.408
2022;1;T-2975-8235;1210683.5510999998
2022;1;T-3007-33042;1271432.3144
2022;1;T-3041-37239;960861.7908000001
2022;1;T-3089-42094;647288.2566
2022;1;T-3103-42124;691957.1194000001
2022;1;T-3124-32021;1032941.8752000001
2022;1;T-3148-45163;898269.9199999999
2022;1;T-3181-8230;1124412.3338
2022;1;T-3196-43147;814483.792
2022;1;T-3235-15031;688848.9964999999
2022;1;T-3235-50089;1309750.0130000003
2022;1;T-3270-50072;1193374.6136
2022;1;T-3276-25035;721990.536
2022;1;T-3284-9038;1287236.6909999999
2022;1;T-3315-23045;1312404.6246
2022;1;T-3334-41904;1330648.6985999998
2022;1;T-3339-45185;993658.8640000001
