Año;Mes;Codigo Tienda;Presupuesto
2022;5;T-0004-37152;966252.5109
2022;5;T-0086-40056;1220325.6704000002
2022;5;T-0095-42176;903556.377
2022;5;T-0149-12052;751937.4029999999
2022;5;T-0160-44110;1167086.4786
2022;5;T-0243-31169;1127893.4997
2022;5;T-0243-36004;919913.1816
2022;5;T-0296-45136;805421.3095999999
2022;5;T-0297-29065;1152808.4909
2022;5;T-0301-48013;1266378.0713999998
2022;5;T-0313-49272;878126.4922
2022;5;T-0341-23047;1158439.7895
2022;5;T-0347-9060;1075186.0725
2022;5;T-0376-36060;958413.41
2022;5;T-0411-45046;902351.907
2022;5;T-0413-39024;839895.4713999999
2022;5;T-0427-22254;1040969.37
2022;5;T-0452-41005;917978.9567
2022;5;T-0506-19232;1410142.2463999998
2022;5;T-0534-23052;1079289.7104
2022;5;T-0599-17151;914440.8495
2022;5;T-0604-45089;929260.8815
2022;5;T-0667-19120;1215507.0907
2022;5;T-0696-45203;1497763.384
2022;5;T-0715-40221;556661.214
2022;5;T-0783-47151;1113722.3900000001
2022;5;T-0793-9466;1168550.8113
2022;5;T-0808-6137;535472.0852
2022;5;T-0849-2001;547451.9685
2022;5;T-0855-21078;1332804.6665999999
2022;5;T-0875-18024;1216759.1184000003
2022;5;T-0914-49109;554565.5325999999
2022;5;T-0917-5231;656760.9825
2022;5;T-0918-20039;927021.5332
2022;5;T-0958-4103;952677.5531
2022;5;T-0976-19191;1138721.3405
2022;5;T-0978-28901;1275096.0454999998
2022;5;T-0995-9128;1022520.9768
2022;5;T-1039-26103;1065055.2016
2022;5;T-1042-10007;974055.676
2022;5;T-1062-10110;1196523.8586
2022;5;T-1092-6031;636981.7457
2022;5;T-1126-43055;698153.2692
2022;5;T-1137-22061;795051.0
2022;5;T-1178-3021;1051089.8906
2022;5;T-1195-34201;1096926.369
2022;5;T-1227-29011;1051513.6203
2022;5;T-1258-29026;567094.3709999999
2022;5;T-1260-16173;1093170.4190000002
2022;5;T-1308-34083;1113006.594
2022;5;T-1328-12065;1022354.5761
2022;5;T-1345-8027;1103717.616
2022;5;T-1372-21017;505976.5029
2022;5;T-1416-48063;1317793.9200000002
2022;5;T-1432-24025;1367356.2966
2022;5;T-1437-38031;1092761.754
2022;5;T-1468-8107;753561.0342
2022;5;T-1532-48069;697644.3411
2022;5;T-1545-44208;940487.1000999999
2022;5;T-1548-4026;831076.6666
2022;5;T-1602-25249;859528.849
2022;5;T-1653-47232;1088893.9944000002
2022;5;T-1667-31031;682687.4688
2022;5;T-1719-23053;1192824.644
2022;5;T-1735-16135;935815.8919999999
2022;5;T-1788-7044;755472.9996
2022;5;T-1843-22158;651230.02
2022;5;T-1854-10213;676407.9202
2022;5;T-1949-19066;750449.1654
2022;5;T-1957-37118;503008.125
2022;5;T-1973-48045;1330728.0418
2022;5;T-1997-43051;954241.18
2022;5;T-1997-48074;1180316.4372
2022;5;T-2021-2041;1179742.2836
2022;5;T-2030-9101;793132.0261
2022;5;T-2031-40156;828826.5728000001
2022;5;T-2034-24902;831190.6535
2022;5;T-2068-37109;1378039.4880000001
2022;5;T-2077-8065;1032154.1152
2022;5;T-2135-31166;1319284.716
2022;5;T-2160-23009;670805.863
2022;5;T-2176-39021;930675.7052999999
2022;5;T-2234-5142;1011952.1443
2022;5;T-2255-3043;734617.2804
2022;5;T-2265-27017;975867.312
2022;5;T-2278-42205;1296336.8033
2022;5;T-2364-8086;1061313.967
2022;5;T-2426-43050;961632.622
2022;5;T-2426-45168;766246.4160000001
2022;5;T-2467-37382;1275039.35
2022;5;T-2481-49192;639541.5360000001
2022;5;T-2485-25151;1258295.028
2022;5;T-2594-8294;1407960.2445
2022;5;T-2720-49197;1422960.188
2022;5;T-2746-50075;583587.9400000001
2022;5;T-2857-49092;1138287.6043
2022;5;T-2867-49057;1239825.51
2022;5;T-2895-26175;1380422.7189999998
2022;5;T-2902-16027;606720.0059999999
2022;5;T-2908-22048;550435.959
2022;5;T-2943-37177;842605.7148
2022;5;T-2975-8235;1307004.4174
2022;5;T-3007-33042;577125.8322
2022;5;T-3041-37239;904886.3274999999
2022;5;T-3089-42094;839922.768
2022;5;T-3103-42124;857780.1332
2022;5;T-3124-32021;1326634.7204
2022;5;T-3148-45163;755974.9351
2022;5;T-3181-8230;952604.1205999999
2022;5;T-3196-43147;1138886.3325
2022;5;T-3235-15031;1239465.948
2022;5;T-3235-50089;1110779.365
2022;5;T-3270-50072;1080600.6393
2022;5;T-3276-25035;1245903.2525
2022;5;T-3284-9038;1086997.374
2022;5;T-3315-23045;797758.5418
2022;5;T-3334-41904;1143366.0672000002
2022;5;T-3339-45185;744646.6584
2022;5;T-3347-5901;605919.4685
2022;5;T-3361-31048;1315722.5498000002
2022;5;T-3364-16067;1139996.0550000002
2022;5;T-3408-8055;577990.5092
2022;5;T-3420-24076;1426144.7600999998
2022;5;T-3429-24158;1207108.8884
2022;5;T-3473-42195;926091.81
2022;5;T-3501-9115;762398.595
2022;5;T-3503-18909;839884.4608
2022;5;T-3558-44180;738242.7511999999
2022;5;T-3572-37120;746683.9992
2022;5;T-3601-25220;710461.0052000001
2022;5;T-3646-8902;1268601.581
2022;5;T-3648-14012;1008238.61
2022;5;T-3657-25075;900180.176
2022;5;T-3680-44122;1021519.42
2022;5;T-3717-37258;877938.0456
2022;5;T-3751-3056;701692.326
2022;5;T-3768-14033;855767.3795999999
2022;5;T-3785-19329;943031.8216
2022;5;T-3885-28005;654139.8801000001
2022;5;T-3931-8035;558652.086
2022;5;T-3933-14062;1010484.4284000001
2022;5;T-3972-18029;1011816.9546
2022;5;T-3972-4043;600966.5011
2022;5;T-4091-22245;674137.9722000001
2022;5;T-4125-3120;955763.1948
2022;5;T-4180-34106;617730.8879999999
2022;5;T-4186-43022;1224752.136
2022;5;T-4197-37168;797395.599
2022;5;T-4218-44243;1056845.5212
2022;5;T-4239-7058;966657.9932
2022;5;T-4334-50139;1256955.6815000002
2022;5;T-4378-13081;575828.792
2022;5;T-4401-39087;832977.9733999999
2022;5;T-4419-5211;1216554.328
2022;5;T-4429-9112;697971.5648
2022;5;T-4430-45078;716446.1219000001
2022;5;T-4432-27012;657653.542
2022;5;T-4446-16254;785549.1259000001
2022;5;T-4483-22006;996174.1908
2022;5;T-4499-39003;628558.5
2022;5;T-4541-29093;1336622.8583999998
2022;5;T-4544-23050;1131940.9970000002
2022;5;T-4566-40107;970243.0318
2022;5;T-4622-44118;1012066.2644999998
2022;5;T-4733-5218;1358357.9064000002
2022;5;T-4748-46074;963626.47
2022;5;T-4754-31128;977699.1975
2022;5;T-4769-37346;919724.5509
2022;5;T-4869-42166;875193.9924000001
2022;5;T-4878-22032;633213.8243
2022;5;T-4885-24139;983984.924
2022;5;T-4894-46192;964368.8352
2022;5;T-4965-42081;843449.4118
2022;5;T-5020-1060;1000232.1984
2022;5;T-5049-44229;1396264.8336000002
2022;5;T-5125-12116;1274406.8132
2022;5;T-5172-6061;638066.2266
2022;5;T-5181-47139;552437.9687000001
2022;5;T-5231-43032;569460.672
2022;5;T-5293-6018;955509.7919999999
2022;5;T-5324-10209;1173359.1067
2022;5;T-5333-5211;763489.6875
2022;5;T-5340-17077;702592.3359
2022;5;T-5356-31048;1028968.1584000001
2022;5;T-5377-2015;1293182.112
2022;5;T-5394-8264;712314.8751000001
2022;5;T-5404-26083;1044402.9432
2022;5;T-5434-9340;802526.1145
2022;5;T-5437-24104;1231254.4843000001
2022;5;T-5460-7020;1326081.8843999999
2022;5;T-5508-50011;1214147.8674
2022;5;T-5524-24121;1253619.1327
2022;5;T-5549-36041;920805.1012
2022;5;T-5568-28039;799347.6525000001
2022;5;T-5589-47185;640042.134
2022;5;T-5602-37306;1221922.156
2022;5;T-5673-46046;817562.072
2022;5;T-5676-39009;965927.7144
2022;5;T-5701-6042;752848.1884000001
2022;5;T-5709-15079;532239.3295
2022;5;T-5729-18150;787356.3531000001
2022;5;T-5738-22078;924728.2026
2022;5;T-5757-4073;746358.8979
2022;5;T-5805-22001;642115.3313
2022;5;T-5821-34217;495841.745
2022;5;T-5825-11902;697257.5717999999
2022;5;T-5868-34096;985084.73
2022;5;T-5890-49068;1048598.5864000001
2022;5;T-5895-6046;862143.273
2022;5;T-5896-34181;1268065.9156
2022;5;T-5968-31049;1229365.1125
2022;5;T-5996-43137;1255664.6142
2022;5;T-5996-6021;1028776.1220000001
2022;5;T-6002-5161;1015121.2074
2022;5;T-6075-8004;606551.9417999999
2022;5;T-6089-50186;666054.3435
2022;5;T-6103-16247;831860.5290000001
2022;5;T-6203-26112;1132462.584
2022;5;T-6236-8254;1302002.2855
2022;5;T-6238-40145;822017.6181999999
2022;5;T-6239-37072;973556.2305
2022;5;T-6243-50185;1241312.8398
2022;5;T-6289-49083;648252.1332
2022;5;T-6297-37263;942148.7845999999
2022;5;T-6310-39080;1260890.5088
2022;5;T-6356-9014;1197661.3952
2022;5;T-6361-12113;760709.7851999999
2022;5;T-6401-3073;1308711.5262
2022;5;T-6416-8292;926588.9336
2022;5;T-6425-25033;888213.1368
2022;5;T-6461-17204;1184120.9715
2022;5;T-6482-40105;1116337.635
2022;5;T-6520-4001;1015650.872
2022;5;T-6527-46036;863428.2005
2022;5;T-6569-45157;1203436.017
2022;5;T-6571-26047;1131776.2158000001
2022;5;T-6588-48090;1254533.256
2022;5;T-6589-31905;1098645.989
2022;5;T-6604-6139;691125.0973
2022;5;T-6620-47225;724191.6045
2022;5;T-6690-26119;614117.7492
2022;5;T-6699-27038;619641.268
2022;5;T-6746-46197;1141337.0603999998
2022;5;T-6779-28149;1311659.7835000001
2022;5;T-6779-9280;936214.5231999999
2022;5;T-6781-24042;708963.5083
2022;5;T-6791-17228;1124864.5485
2022;5;T-6830-18043;1134831.4327
2022;5;T-6870-16901;1158535.7729999998
2022;5;T-6898-30038;900226.072
2022;5;T-6902-16089;717602.4422
2022;5;T-6953-29072;595134.955
2022;5;T-6962-6016;780638.9628
2022;5;T-6995-34114;706663.4562
2022;5;T-7045-5263;507218.4156
2022;5;T-7048-9289;799108.9236
2022;5;T-7079-5128;1276906.2111
2022;5;T-7152-25176;656590.509
2022;5;T-7159-37162;1021052.3
2022;5;T-7160-41091;1193127.1911
2022;5;T-7171-8037;643874.4224
2022;5;T-7185-14064;973913.7993999999
2022;5;T-7206-37124;1265017.4481
2022;5;T-7207-34039;1164913.1097000001
2022;5;T-7224-4904;735047.1152
2022;5;T-7254-18049;817489.5510000001
2022;5;T-7256-23015;651437.644
2022;5;T-7288-23038;649367.8666
2022;5;T-7363-34196;981088.5279999999
2022;5;T-7388-31193;659610.8376
2022;5;T-7422-36054;764303.0854000001
2022;5;T-7427-42001;1081634.7296
2022;5;T-7444-20068;1116156.6881000001
2022;5;T-7471-8229;733681.0536
2022;5;T-7486-19082;757016.4708
2022;5;T-7491-11002;959170.077
2022;5;T-7582-19104;953557.9323
2022;5;T-7589-49081;529446.6774
2022;5;T-7610-31034;614617.3139999999
2022;5;T-7623-8046;578104.4495
2022;5;T-7643-29009;702767.241
2022;5;T-7704-40230;1203557.1856
2022;5;T-7745-50085;543591.5850000001
2022;5;T-7779-21072;544212.6088
2022;5;T-7802-22105;797147.5232
2022;5;T-7839-6096;1251770.5248
2022;5;T-7872-19333;1383687.1593
2022;5;T-7967-6016;746031.7541
2022;5;T-7975-44199;621445.9556999999
2022;5;T-7978-49192;1060337.2444
2022;5;T-8007-46067;970182.1584000001
2022;5;T-8032-26110;1030746.0488
